KIC,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC,Gaia,Teff,e_Teff,D,+e_D,-e_D,R,+e_R,-e_R,AV,Evol,Bin
3438633,6432.0,73.0,-0.184,0.1,1.965,0.061,-0.048,0.03,1.28,0.069,-0.042,0.041,3.959,0.014,-0.014,0.002,0.1686,0.008495,-0.008357999999999999,0.002802,3.427,0.337,-0.45,0.316,6169.7,69.27600000000001,-0.184,0.1,1.934,0.047,-0.048,0.026,1.214,0.044,-0.051,0.042,3.948,0.014,-0.014,0.005,0.1673,0.008542000000000001,-0.008388,0.001931,4.4460000000000015,0.581,-0.447,0.598,2052875246577238656,6202,124,429.945,5.145,5.038,1.973,0.086,0.081,0.14800000000000002,1,0
3545753,6206.0,58.0,-0.338,0.105,2.296,0.053,-0.052000000000000005,0.023,1.258,0.042,-0.048,0.039,3.814,0.014,-0.015,0.005,0.1036,0.00535,-0.005166,0.00123,3.636,0.353,-0.279,0.25,5780.0,69.27600000000001,-0.338,0.105,2.2430000000000003,0.06,-0.06,0.027000000000000003,1.147,0.057,-0.054000000000000006,0.038,3.794,0.014,-0.014,0.006999999999999999,0.1013,0.005246,-0.005032,0.001771,5.165,0.643,-0.578,0.504,2052738563540624000,5984,120,465.411,5.113,5.016,2.439,0.105,0.1,0.116,1,0
3630240,5256.0,71.0,-0.613,0.103,4.101,0.174,-0.168,0.055,1.3090000000000002,0.136,-0.125,0.042,3.3280000000000003,0.011,-0.011,0.003,0.01895,0.0006487999999999999,-0.0006334,0.0004494,2.829,1.218,-0.851,0.358,4987.8,69.27600000000001,-0.613,0.103,3.839,0.162,-0.14800000000000002,0.114,1.106,0.116,-0.102,0.084,3.312,0.011,-0.012,0.006999999999999999,0.01952,0.0006339,-0.0006302,0.0002718,5.545,2.301,-1.6880000000000002,1.666,2100005949939538176,5151,103,593.0369999999998,9.295,9.037,3.317,0.14800000000000002,0.141,0.131,1,0
3632418,6188.0,66.0,0.15,0.1,,,,,,,,,,,,,,,,,,,,,6128.9,69.27600000000001,-0.112,0.1,1.855,0.056,-0.021,0.043,1.28,0.132,-0.046,0.099,4.01,0.017,-0.008,0.014,0.2012,0.001831,-0.001486,0.002236,4.026,0.528,-1.311,1.429,2099606483621385216,6202,124,108.512,0.378,0.376,1.945,0.081,0.077,0.04,1,0
3633847,6122.0,51.0,0.12,0.1,1.858,0.052000000000000005,-0.041,0.026,1.285,0.134,-0.053,0.048,4.013,0.016,-0.013,0.009000000000000001,0.2025,0.006592,-0.006465,0.002577,4.182,0.464,-1.293,0.742,6019.3,69.27600000000001,0.12,0.1,1.835,0.04,-0.032,0.028,1.246,0.051,-0.044,0.05,4.005,0.013,-0.011,0.01,0.2013,0.006579000000000001,-0.006456,0.003418,4.771,0.539,-0.5479999999999999,0.841,2099584557810296832,6041,121,282.629,4.521,4.393,2.027,0.091,0.086,0.122,1,0
3633889,6452.0,49.0,-0.12,0.1,1.3219999999999998,0.03,-0.03,0.019,1.208,0.045,-0.048,0.036000000000000004,4.276,0.012,-0.012,0.001,0.5205,0.02192,-0.02397,0.0071769999999999985,2.285,0.5489999999999999,-0.464,0.446,6283.0,69.27600000000001,-0.12,0.1,1.298,0.034,-0.033,0.027000000000000003,1.144,0.054000000000000006,-0.052000000000000005,0.06,4.269,0.012,-0.012,0.006,0.5211,0.02387,-0.02333,0.0073700000000000015,3.517,0.8759999999999999,-0.757,0.8959999999999999,2099583733176576128,6419,128,193.221,0.935,0.929,1.356,0.057,0.054000000000000006,0.081,0,0
3642422,5325.0,98.0,-0.019,0.1,3.21,0.08199999999999999,-0.104,0.038,1.5659999999999998,0.086,-0.13,0.062,3.617,0.01,-0.012,0.006999999999999999,0.04718,0.001324,-0.001377,0.0004835,2.049,0.77,-0.273,0.27,5090.9,69.27600000000001,-0.019,0.1,3.052,0.112,-0.128,0.128,1.365,0.141,-0.154,0.16899999999999998,3.603,0.015,-0.018000000000000002,0.016,0.04793,0.001298,-0.001283,0.0003758,3.427,1.888,-1.079,1.6230000000000002,2052857615733303168,5212,104,368.874,6.956,6.721,3.618,0.16699999999999998,0.158,0.239,1,0
3643774,6029.0,104.0,0.158,0.1,1.588,0.017,-0.02,0.016,1.275,0.041,-0.048,0.039,4.141,0.006999999999999999,-0.006999999999999999,0.005,0.3183,0.002908,-0.002988,0.003681,3.858,0.725,-0.5429999999999999,0.633,5907.4,69.27600000000001,0.158,0.1,1.577,0.016,-0.022,0.023,1.246,0.037000000000000005,-0.05,0.051,4.137,0.006,-0.009000000000000001,0.008,0.3173,0.002855,-0.0028350000000000003,0.004022,4.462,0.924,-0.501,1.026,2052848445981103104,5943,119,187.33,0.931,0.925,1.62,0.068,0.064,0.042,1,0
3656476,5684.0,56.0,0.233,0.1,1.3159999999999998,0.014,-0.014,0.012,1.075,0.033,-0.034,0.023,4.23,0.006,-0.006,0.004,0.4711,0.0009409,-0.001079,0.005756,7.88,1.156,-1.038,1.082,5560.4,69.27600000000001,0.233,0.1,1.2990000000000002,0.015,-0.015,0.021,1.033,0.036000000000000004,-0.036000000000000004,0.046,4.224,0.006,-0.006,0.006,0.47100000000000003,0.0006992000000000001,-0.0008420999999999999,0.005604,9.792,1.548,-1.3969999999999998,1.993,2052184512764630272,5668,113,114.743,0.332,0.331,1.3219999999999998,0.055,0.052000000000000005,0.097,0,0
3657002,6006.0,64.0,0.112,0.1,1.516,0.027000000000000003,-0.033,0.018000000000000002,1.219,0.05,-0.08,0.041,4.1610000000000005,0.01,-0.011,0.008,0.3487,0.008851000000000001,-0.008485,0.004104,4.373,1.5,-0.655,0.981,5944.7,69.27600000000001,0.112,0.1,1.505,0.029,-0.032,0.023,1.193,0.056,-0.078,0.057,4.157,0.011,-0.012,0.009000000000000001,0.3481,0.008782,-0.008608,0.004807,4.935,1.634,-0.857,1.372,2052179015206598656,5927,119,165.53400000000005,0.7979999999999999,0.7929999999999999,1.538,0.065,0.062,0.075,0,0
3661135,5603.0,71.0,-0.02,0.1,1.879,0.045,-0.045,0.016,1.11,0.049,-0.051,0.022,3.935,0.011,-0.011,0.003,0.1673,0.006836,-0.006613,0.002286,7.44,0.904,-0.833,0.617,5480.1,69.27600000000001,-0.02,0.1,1.859,0.045,-0.045,0.023,1.0759999999999998,0.046,-0.052000000000000005,0.036000000000000004,3.93,0.011,-0.011,0.005,0.1672,0.006908,-0.006634,0.0019,8.412,1.05,-0.892,0.997,2076160532037818624,5599,112,290.894,2.84,2.793,1.923,0.08199999999999999,0.078,0.096,1,0
3730801,5894.0,58.0,0.16399999999999998,0.1,1.595,0.038,-0.047,0.024,1.24,0.047,-0.102,0.049,4.123,0.012,-0.013,0.004,0.3043,0.01259,-0.01196,0.003549,4.649,1.87,-0.612,1.005,5715.3,69.27600000000001,0.16399999999999998,0.1,1.533,0.042,-0.035,0.031,1.107,0.057,-0.049,0.055,4.11,0.013,-0.013,0.008,0.3066,0.01263,-0.01203,0.003389,7.786,1.267,-1.319,1.6569999999999998,2100051236074556032,5832,117,366.181,3.009,2.968,1.65,0.07,0.066,0.092,1,0
3733735,6711.0,66.0,-0.077,0.1,1.425,0.014,-0.014,0.024,1.4409999999999998,0.035,-0.045,0.056,4.287,0.006,-0.006999999999999999,0.008,0.4983,0.004307,-0.005445,0.01016,0.484,0.29600000000000004,-0.278,0.374,6477.1,69.27600000000001,-0.077,0.1,1.452,0.011,-0.031,0.031,1.479,0.024,-0.1,0.096,4.283,0.005,-0.01,0.012,0.4836,0.004389,-0.003751,0.007006999999999999,1.244,0.405,-0.442,1.001,2099622392180275200,6687,134,102.488,0.28300000000000003,0.28300000000000003,1.4480000000000002,0.061,0.058,0.051,0,0
3735871,6176.0,50.0,-0.032,0.099,1.113,0.014,-0.016,0.005,1.15,0.041,-0.046,0.012,4.405,0.006,-0.006999999999999999,0.003,0.8332,0.0066560000000000005,-0.006729000000000001,0.004653,1.159,0.8959999999999999,-0.636,0.361,5970.3,69.27600000000001,-0.032,0.099,1.092,0.015,-0.016,0.015,1.078,0.044,-0.046,0.046,4.394,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.8283,0.006867,-0.006185,0.006911,3.272,1.3230000000000002,-1.07,1.338,2099574421688108928,6107,122,122.051,0.386,0.384,1.089,0.046,0.043,0.05,0,0
3761840,6236.0,61.0,0.011,0.1,2.814,0.07,-0.069,0.026,1.538,0.053,-0.058,0.039,3.725,0.015,-0.015,0.005,0.06876,0.003713,-0.003609,0.0007977,2.218,0.158,-0.14,0.131,6022.4,69.27600000000001,0.011,0.1,2.8,0.07,-0.067,0.025,1.494,0.05,-0.054000000000000006,0.035,3.716,0.014,-0.015,0.006999999999999999,0.06776,0.003633,-0.003561,0.0011710000000000002,2.442,0.205,-0.157,0.26,2052144930345531904,6236,218,547.104,7.9929999999999986,7.787000000000001,2.9360000000000004,0.22,0.2,0.191,1,0
3854781,5705.0,102.0,0.256,0.1,1.7919999999999998,0.029,-0.031,0.021,1.197,0.043,-0.047,0.037000000000000005,4.009,0.009000000000000001,-0.009000000000000001,0.005,0.2079,0.005497,-0.00539,0.0029760000000000003,6.294,1.008,-0.815,0.5820000000000001,5501.7,69.27600000000001,0.256,0.1,1.758,0.029,-0.03,0.028,1.13,0.04,-0.042,0.05,4.0,0.009000000000000001,-0.009000000000000001,0.006,0.2078,0.005543,-0.005471,0.002822,8.087,1.01,-0.921,1.218,2053087619817933952,5717,114,330.744,3.124,3.075,1.79,0.077,0.073,0.077,1,0
3942719,5736.0,65.0,-0.364,0.101,2.107,0.051,-0.05,0.024,1.099,0.054000000000000006,-0.051,0.025,3.83,0.01,-0.01,0.003,0.1172,0.0042840000000000005,-0.00427,0.001652,6.0920000000000005,0.691,-0.65,0.366,5601.8,69.27600000000001,-0.364,0.101,2.087,0.053,-0.052000000000000005,0.028,1.067,0.053,-0.053,0.039,3.825,0.01,-0.01,0.005,0.11699999999999999,0.004364,-0.004327,0.001165,6.796,0.9,-0.741,0.809,2099684961263219840,5590,112,327.222,4.882,4.753,2.294,0.102,0.097,0.126,1,0
3952307,6210.0,118.0,-0.118,0.1,2.076,0.042,-0.041,0.024,1.275,0.046,-0.054000000000000006,0.042,3.908,0.013,-0.013,0.005,0.1421,0.005858,-0.00574,0.001186,3.865,0.5670000000000001,-0.451,0.34600000000000003,5857.9,69.27600000000001,-0.118,0.1,2.03,0.045,-0.045,0.024,1.1740000000000002,0.053,-0.053,0.036000000000000004,3.891,0.012,-0.012,0.006999999999999999,0.14,0.005691,-0.005571,0.002383,5.449,0.6809999999999999,-0.568,0.603,2052957125834988672,6156,123,342.2990000000001,3.407,3.349,2.142,0.092,0.087,0.122,1,0
3952580,6115.0,101.0,-0.07400000000000001,0.1,2.709,0.038,-0.039,0.027000000000000003,1.4580000000000002,0.051,-0.048,0.039,3.736,0.009000000000000001,-0.008,0.005,0.07331,0.0017059999999999998,-0.0016760000000000002,0.0009867,2.524,0.229,-0.18,0.155,6004.1,69.27600000000001,-0.07400000000000001,0.1,2.705,0.038,-0.04,0.028,1.436,0.05,-0.046,0.036000000000000004,3.731,0.008,-0.008,0.006999999999999999,0.07274,0.0016420000000000002,-0.001597,0.001246,2.6710000000000003,0.229,-0.17,0.29,2052957744310350976,6176,124,409.358,4.831,4.732,2.866,0.124,0.118,0.109,1,0
3967859,6211.0,78.0,-0.375,0.1,1.284,0.031,-0.03,0.015,1.008,0.052000000000000005,-0.051,0.031,4.224,0.015,-0.015,0.005,0.4756,0.01308,-0.02939,0.00403,6.259,1.3130000000000002,-1.172,1.08,5832.6,69.27600000000001,-0.375,0.1,1.227,0.03,-0.029,0.029,0.87,0.046,-0.044,0.064,4.199,0.015,-0.015,0.01,0.4715,0.02292,-0.02226,0.005178,12.55,1.74,-1.761,2.927,2052163587683475328,5938,119,199.475,1.479,1.461,1.285,0.054000000000000006,0.051,0.071,0,0
4038445,5327.0,69.0,-0.7659999999999999,0.105,2.667,0.076,-0.075,0.035,1.067,0.071,-0.068,0.036000000000000004,3.613,0.008,-0.008,0.003,0.05619,0.00151,-0.001494,0.000681,5.714,1.359,-1.062,0.596,4969.7,69.27600000000001,-0.7659999999999999,0.105,2.526,0.078,-0.07,0.716,0.928,0.069,-0.06,0.163,3.6,0.008,-0.008,0.008,0.0575,0.0014880000000000002,-0.001505,0.001689,10.32,2.512,-2.196,4.632,2100240730030703360,5128,103,462.878,6.644,6.477,2.66,0.117,0.111,0.162,1,0
4049576,6066.0,84.0,-0.264,0.101,1.944,0.08900000000000001,-0.083,0.023,1.159,0.057,-0.059,0.036000000000000004,3.923,0.028,-0.03,0.005,0.1568,0.01702,-0.016569999999999998,0.002462,5.1389999999999985,0.8240000000000001,-0.6859999999999999,0.403,5678.0,69.27600000000001,-0.264,0.101,1.876,0.093,-0.084,0.026,1.034,0.056,-0.054000000000000006,0.036000000000000004,3.904,0.028,-0.029,0.006,0.1558,0.01876,-0.01619,0.002614,7.909,1.181,-1.0490000000000002,0.947,2100955000274545536,5824,116,451.375,4.56,4.482,2.077,0.08900000000000001,0.085,0.16,1,0
4064447,5755.0,118.0,-0.252,0.1,4.508,0.157,-0.145,0.093,1.848,0.062,-0.063,0.064,3.394,0.019,-0.02,0.006,0.02005,0.00155,-0.001506,0.0007992000000000001,1.101,0.07400000000000001,-0.069,0.171,5050.0,69.27600000000001,-0.252,0.1,3.891,0.261,-0.252,0.257,1.265,0.203,-0.184,0.22,3.358,0.024,-0.025,0.017,0.0214,0.001707,-0.001634,0.0005425,3.929,3.255,-1.761,2.596,2052355658620129536,5147,103,837.553,18.085,17.383,4.737,0.224,0.212,0.244,2,0
4072740,5015.0,71.0,0.14800000000000002,0.1,4.113,0.065,-0.064,0.057,1.3259999999999998,0.061,-0.06,0.042,3.3310000000000004,0.006999999999999999,-0.006999999999999999,0.002,0.01905,0.0001525,-0.0001524,0.0005276,4.09,0.813,-0.691,0.287,4834.5,69.27600000000001,0.14800000000000002,0.1,4.0539999999999985,0.065,-0.063,0.079,1.271,0.06,-0.058,0.063,3.325,0.006999999999999999,-0.006999999999999999,0.005,0.01906,0.0001515,-0.0001514,0.0003318,5.155,1.023,-0.8340000000000001,0.932,2076176303158238464,4922,98,258.818,1.6130000000000002,1.598,4.044,0.173,0.165,0.069,2,0
4165030,5758.0,63.0,-0.482,0.102,1.634,0.039,-0.038,0.016,0.923,0.046,-0.044,0.022,3.975,0.011,-0.011,0.004,0.2109,0.007983,-0.007984999999999999,0.004111999999999999,10.32,1.25,-1.093,0.866,5220.5,69.27600000000001,-0.482,0.102,1.571,0.031,-0.028,0.038,0.8079999999999999,0.031,-0.028,0.041,3.955,0.011,-0.011,0.006999999999999999,0.209,0.0077290000000000015,-0.007731,0.005058,15.61,0.49,-0.813,2.023,2052368921479197440,5542,111,348.962,2.695,2.661,1.685,0.07200000000000001,0.068,0.068,1,0
4243623,5094.0,63.0,-0.369,0.101,2.563,0.129,-0.114,0.031,0.98,0.107,-0.09,0.026,3.611,0.01,-0.01,0.002,0.05814,0.002844,-0.002916,0.0005875,8.954,3.242,-2.612,0.5710000000000001,4850.5,69.27600000000001,-0.369,0.101,2.441,0.078,-0.056,0.055,0.87,0.06,-0.039,0.046,3.602,0.01,-0.01,0.005,0.05969,0.002217,-0.00227,0.001125,14.49,1.628,-2.518,1.871,2100259387368704128,5031,101,349.745,3.15,3.103,2.584,0.11,0.104,0.133,1,0
4247542,6440.0,66.0,-0.44,0.1,1.581,0.047,-0.044,0.024,1.129,0.08,-0.055,0.045,4.095,0.019,-0.019,0.006999999999999999,0.2863,0.01952,-0.0164,0.001935,4.325,0.7490000000000001,-0.986,0.687,6103.5,69.27600000000001,-0.44,0.1,1.526,0.045,-0.043,0.022,0.996,0.05,-0.048,0.044,4.069,0.018000000000000002,-0.019,0.008,0.2799,0.01835,-0.01793,0.00363,7.482,1.071,-1.004,1.311,2100419950426398592,6243,125,429.855,3.91,3.851,1.6780000000000002,0.07200000000000001,0.068,0.1,1,0
4346201,6147.0,51.0,-0.337,0.099,1.902,0.029,-0.028,0.016,1.142,0.049,-0.046,0.03,3.937,0.008,-0.008,0.006999999999999999,0.1661,0.0026420000000000003,-0.002617,0.002355,5.085,0.536,-0.51,0.466,5816.6,69.27600000000001,-0.337,0.099,1.85,0.03,-0.03,0.025,1.038,0.048,-0.047,0.035,3.919,0.008,-0.008,0.006999999999999999,0.1639,0.002511,-0.002536,0.002739,7.447,0.8140000000000001,-0.772,0.9,2100311609874015488,6066,121,256.35400000000004,6.252000000000002,5.977,2.1790000000000003,0.106,0.101,0.123,1,0
4347652,5043.0,75.0,0.025,0.102,4.4689999999999985,0.262,-0.27,0.21,1.546,0.17600000000000002,-0.199,0.205,3.324,0.029,-0.031,0.011,0.01722,0.0017690000000000004,-0.001686,0.0002992,2.259,1.742,-0.877,0.768,4894.0,69.27600000000001,0.025,0.102,4.2010000000000005,0.3,-0.28800000000000003,0.293,1.301,0.218,-0.198,0.251,3.304,0.031,-0.033,0.021,0.017480000000000002,0.001808,-0.001721,0.00033650000000000005,4.379,3.907,-2.07,3.2110000000000003,2100274333855007488,4965,99,572.625,9.398,9.124,4.2330000000000005,0.191,0.181,0.241,2,0
4351319,5001.0,61.0,0.229,0.1,3.455,0.064,-0.063,0.035,1.383,0.071,-0.067,0.033,3.5010000000000003,0.006999999999999999,-0.006999999999999999,0.002,0.0335,0.0003656,-0.0003636,0.0001537,3.697,0.789,-0.659,0.213,4813.3,69.27600000000001,0.229,0.1,3.372,0.068,-0.067,0.068,1.295,0.071,-0.068,0.068,3.4930000000000003,0.006999999999999999,-0.006999999999999999,0.006,0.03374,0.0003799,-0.0003788000000000001,0.000272,5.135,1.139,-0.955,1.119,2100417167287796992,4966,99,260.296,1.51,1.497,3.428,0.146,0.138,0.237,2,0
4378838,5053.0,71.0,0.238,0.099,3.691,0.151,-0.147,0.094,1.6269999999999998,0.141,-0.135,0.101,3.514,0.011,-0.012,0.003,0.03227,0.001527,-0.001483,0.0006591,2.119,0.969,-0.618,0.3,4893.2,69.27600000000001,0.238,0.099,3.5,0.14800000000000002,-0.166,0.149,1.433,0.132,-0.145,0.14300000000000002,3.505,0.012,-0.012,0.006999999999999999,0.03339,0.0016530000000000002,-0.001544,0.0008820000000000002,3.489,1.804,-1.085,1.374,2076244507240642816,5022,100,450.971,5.395,5.284,3.667,0.159,0.151,0.128,2,0
4446300,5410.0,60.0,-0.101,0.101,1.999,0.038,-0.037000000000000005,0.026,1.07,0.05,-0.052000000000000005,0.021,3.864,0.008,-0.008,0.004,0.1337,0.002459,-0.002426,0.001923,7.883999999999999,0.984,-0.8079999999999999,0.463,5153.4,69.27600000000001,-0.101,0.101,1.931,0.043,-0.043,0.046,0.972,0.057,-0.057,0.064,3.853,0.009000000000000001,-0.009000000000000001,0.008,0.1347,0.002484,-0.002411,0.001839,11.18,2.031,-1.65,2.461,2100312095207809280,5355,107,247.531,1.66,1.642,2.022,0.086,0.081,0.098,1,0
4450844,5968.0,59.0,-0.28,0.099,1.548,0.019,-0.019,0.017,1.056,0.037000000000000005,-0.038,0.028,4.082,0.006,-0.006,0.004,0.2847,0.001729,-0.0017460000000000002,0.00424,7.261,0.868,-0.8009999999999999,0.462,5602.3,69.27600000000001,-0.28,0.099,1.499,0.02,-0.02,0.03,0.951,0.037000000000000005,-0.037000000000000005,0.051,4.064,0.006999999999999999,-0.006,0.009000000000000001,0.2826,0.001545,-0.001395,0.004988,11.7,1.352,-1.225,1.995,2100416823690394624,5803,116,224.078,1.133,1.125,1.599,0.068,0.065,0.086,1,0
4457351,5483.0,58.0,-0.3670000000000001,0.102,1.616,0.049,-0.047,0.024,0.884,0.047,-0.047,0.031,3.966,0.014,-0.014,0.002,0.2086,0.01095,-0.01089,0.003579,13.11,1.455,-1.38,0.711,5192.6,69.27600000000001,-0.3670000000000001,0.102,1.601,0.036000000000000004,-0.033,0.041,0.841,0.031,-0.023,0.042,3.954,0.014,-0.014,0.005,0.2049,0.01029,-0.009816,0.004299,15.44,0.609,-1.047,2.292,2101015954450819456,5362,107,303.251,3.255,3.196,1.895,0.081,0.077,0.086,1,0
4465324,5850.0,59.0,0.037000000000000005,0.1,1.388,0.035,-0.03,0.013,1.079,0.075,-0.053,0.026,4.187,0.011,-0.011,0.005,0.4036,0.01256,-0.01233,0.004497,7.256,1.3769999999999998,-1.666,1.086,5612.6,69.27600000000001,0.037000000000000005,0.1,1.345,0.028,-0.027000000000000003,0.02,0.984,0.049,-0.045,0.039,4.173,0.011,-0.011,0.006999999999999999,0.4042,0.01245,-0.01204,0.00481,11.19,1.746,-1.632,2.064,2053362261510080768,5750,115,292.644,2.426,2.393,1.404,0.06,0.057,0.104,0,0
4543171,6129.0,59.0,0.13699999999999998,0.1,1.663,0.036000000000000004,-0.036000000000000004,0.025,1.315,0.042,-0.044,0.054000000000000006,4.114,0.013,-0.014,0.005,0.2851,0.01306,-0.01318,0.002163,3.398,0.416,-0.35600000000000004,0.743,5931.3,69.27600000000001,0.13699999999999998,0.1,1.638,0.039,-0.045,0.043,1.264,0.047,-0.105,0.096,4.1080000000000005,0.014,-0.015,0.009000000000000001,0.2854,0.01265,-0.01229,0.002998,4.334,1.783,-0.556,1.824,2100325529865506688,5946,119,243.506,1.529,1.514,1.683,0.071,0.068,0.071,1,0
4571351,6000.0,59.0,0.14300000000000002,0.101,1.585,0.065,-0.066,0.023,1.235,0.062,-0.091,0.041,4.125,0.026,-0.028,0.004,0.3066,0.03088,-0.02683,0.003638,4.38,1.611,-0.687,0.878,5797.4,69.27600000000001,0.14300000000000002,0.101,1.531,0.063,-0.058,0.029,1.113,0.075,-0.054000000000000006,0.046,4.115,0.027000000000000003,-0.028,0.006,0.3104,0.03136,-0.02707,0.004785,7.273,1.253,-1.598,1.436,2052443138512815104,5910,118,269.493,1.932,1.91,1.544,0.065,0.062,0.115,1,0
4574610,6188.0,66.0,0.15,0.1,,,,,,,,,,,,,,,,,,,,,5921.3,69.27600000000001,-0.18600000000000005,0.1,2.759,0.046,-0.047,0.027000000000000003,1.389,0.052000000000000005,-0.055,0.033,3.697,0.009000000000000001,-0.009000000000000001,0.006999999999999999,0.06589,0.001737,-0.001695,0.001236,2.825,0.266,-0.245,0.239,2076260175281528064,5970,209,235.822,1.673,1.654,3.092,0.231,0.208,0.119,1,0
4577484,5424.0,74.0,0.022,0.1,2.175,0.044,-0.047,0.016,1.193,0.049,-0.061,0.014,3.838,0.01,-0.01,0.006,0.1156,0.003762,-0.00365,0.002128,5.774,0.8220000000000001,-0.58,0.303,5274.1,69.27600000000001,0.022,0.1,2.144,0.049,-0.051,0.034,1.147,0.057,-0.067,0.051,3.834,0.01,-0.011,0.006999999999999999,0.1161,0.003705,-0.00366,0.001526,6.709,1.143,-0.882,1.284,2076223101122787328,5407,108,372.719,4.634,4.533,2.483,0.108,0.102,0.249,1,0
4586099,6383.0,58.0,-0.151,0.1,1.813,0.044,-0.03,0.027000000000000003,1.253,0.104,-0.053,0.057,4.021,0.012,-0.01,0.006999999999999999,0.2112,0.002525,-0.002458,0.001371,3.733,0.451,-0.951,0.58,6276.3,69.27600000000001,-0.151,0.1,1.8,0.022,-0.02,0.024,1.219,0.038,-0.039,0.041,4.013,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.2089,0.002491,-0.002465,0.003747,4.227,0.44,-0.377,0.7609999999999999,2073631277337888256,6397,128,182.166,0.974,0.966,1.996,0.086,0.081,0.059,0,0
4638884,6662.0,57.0,0.008,0.099,1.928,0.018000000000000002,-0.016,0.02,1.5219999999999998,0.041,-0.036000000000000004,0.03,4.05,0.006,-0.006,0.003,0.2123,0.002073,-0.00197,0.002845,1.696,0.168,-0.162,0.115,6359.3,69.27600000000001,0.008,0.099,1.926,0.017,-0.017,0.014,1.47,0.039,-0.04,0.039,4.035,0.006,-0.006,0.006,0.2056,0.001881,-0.001978,0.0023120000000000003,2.225,0.244,-0.227,0.285,2100657131403482112,6323,126,255.638,1.626,1.61,1.973,0.083,0.079,0.08199999999999999,1,0
4641621,5684.0,61.0,-0.264,0.101,3.062,0.101,-0.094,0.034,1.4469999999999998,0.063,-0.07200000000000001,0.036000000000000004,3.622,0.016,-0.016,0.004,0.04987,0.002999,-0.002995,0.0008112999999999999,2.293,0.35600000000000004,-0.249,0.231,5705.5,69.27600000000001,-0.264,0.101,3.063,0.1,-0.094,0.032,1.4469999999999998,0.062,-0.071,0.033,3.622,0.016,-0.016,0.004,0.04989,0.002913,-0.003019,0.0008106,2.292,0.349,-0.245,0.207,2100514061750446464,5909,118,764.921,11.755999999999998,11.436,3.261,0.147,0.139,0.459,1,0
4672403,5779.0,88.0,0.113,0.1,1.818,0.028,-0.03,0.015,1.177,0.046,-0.05,0.02,3.989,0.008,-0.009000000000000001,0.005,0.1957,0.004091,-0.004087,0.0034,6.252999999999999,0.912,-0.755,0.393,5642.3,69.27600000000001,0.113,0.1,1.795,0.029,-0.029,0.023,1.131,0.046,-0.047,0.037000000000000005,3.983,0.008,-0.008,0.006999999999999999,0.1955,0.004059,-0.00406,0.0036,7.396,0.89,-0.83,0.986,2076310958972692224,5797,116,365.382,4.208,4.125,1.918,0.083,0.078,0.147,1,0
4739932,5876.0,111.0,0.008,0.1,1.805,0.043,-0.044,0.019,1.166,0.052000000000000005,-0.057,0.027000000000000003,3.991,0.015,-0.015,0.006,0.1979,0.009662,-0.009285,0.003599,5.996,1.074,-0.858,0.457,5690.5,69.27600000000001,0.008,0.1,1.774,0.043,-0.042,0.023,1.104,0.049,-0.049,0.038,3.982,0.014,-0.014,0.006999999999999999,0.1974,0.009601,-0.009411,0.003421,7.5710000000000015,0.966,-0.878,1.05,2101049901872784896,5767,115,446.93,4.672,4.589,1.889,0.08199999999999999,0.077,0.11,1,0
4755204,6073.0,70.0,-0.07200000000000001,0.1,1.645,0.04,-0.035,0.018000000000000002,1.19,0.097,-0.057,0.033,4.084,0.011,-0.011,0.005,0.2693,0.00566,-0.005599,0.003421,4.919,0.912,-1.372,0.562,5777.4,69.27600000000001,-0.07200000000000001,0.1,1.585,0.026,-0.028,0.024,1.0659999999999998,0.045,-0.049,0.04,4.065,0.008,-0.009000000000000001,0.006999999999999999,0.2675,0.00572,-0.005536999999999999,0.004075,8.175,1.129,-1.026,1.506,2052491723180057856,5906,118,251.906,2.684,2.635,1.597,0.069,0.065,0.057,1,0
4756112,6182.0,60.0,-0.209,0.1,2.619,0.085,-0.08,0.031,1.378,0.055,-0.053,0.048,3.739,0.019,-0.02,0.004,0.07641,0.005707,-0.0055,0.001109,2.8080000000000003,0.293,-0.277,0.183,5717.2,69.27600000000001,-0.209,0.1,2.588,0.093,-0.092,0.025,1.297,0.062,-0.061,0.035,3.725,0.019,-0.02,0.006,0.07501000000000001,0.005797,-0.005625,0.001198,3.559,0.457,-0.406,0.3,2076463928525422592,6206,124,518.979,7.212999999999999,7.037000000000001,2.769,0.123,0.117,0.141,1,0
